,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
79,79,3.0,0.3385,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['value', 'money', 'flight', 'part', 'flight', 'stopover', 'touch', 'screen', 'amount', 'movie', 'meal', 'sandwich', 'round', 'drink', 'hour', 'flight', 'thing', 'seat', 'economy', 'seat', 'config', 'airline', 'setup', 'flight', 'seat', 'space', 'blanket', 'flight', 'pillow', 'seat', 'flight', 'value', 'money']"
80,80,1.0,0.3905,"class, business, service, airline, food, seating, bed, experience, year, trip","['premium', 'economy', 'air_france', 'economy', 'fare', 'fare', 'luggage_allowance', 'time', 'mile', 'economy', 'fare', 'check', 'breeze', 'line', 'sky_priority', 'counter', 'boarding', 'sky_priority', 'line', 'premium', 'economy', 'cabin', 'size', 'business', 'class', 'seating', 'row', 'legroom', 'seat', 'economy', 'class', 'bucket', 'seat', 'space', 'economy', 'area', 'space', 'seat', 'backseat', 'tv', 'inch', 'movie', 'time', 'sleep', 'food', 'economy', 'fare', 'air_france', 'starter', 'business', 'class', 'menu', 'wine', 'stock', 'problem', 'premium', 'economy', 'passenger', 'toilet', 'curtain', 'cordon', 'business', 'toilet', 'vice_versa', 'curtain', 'access', 'economy', 'cabin', 'leg', 'journey', 'terminal', 'premier', 'economy', 'passenger', 'access', 'business', 'class', 'lounge', 'euro', 'hour', 'business', 'class', 'shower', 'food', 'selection', 'wine', 'spirit', 'aircraft', 'size', 'spaciousness', 'economy', 'cabin', 'deck', 'layout', 'seat', 'side', 'lot', 'storage', 'head', 'space', 'window', 'food', 'service', 'line', 'expectation', 'leg', 'air_france', 'ticket', 'economy', 'class', 'hour', 'use', 'business', 'lounge', 'mile', 'rule', 'lounge', 'access', 'premium', 'economy', 'passenger', 'air_france', 'website', 'rule', 'movie', 'selection', 'change', 'irritation', 'lounge', 'access', 'product', 'route', 'class', 'plane', 'condition', 'service', 'value', 'money', 'flight', 'spring', 'welcome']"
81,81,4.0,0.2941,"row, leg, room, window, plane, space, exit, side, front, door","['leg', 'information', 'flight', 'attendant', 'galley', 'chatting', 'flight', 'information', 'leg', 'attitude', 'flight', 'attendant', 'problem', 'seat', 'premium', 'economy', 'sleep', 'legroom', 'economy', 'class', 'sleeping', 'position', 'money', 'pay', 'experience', 'air_france', 'flight', 'mixture']"
82,82,3.0,0.2451,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['rabat', 'air_france', 'staff', 'diet', 'menu', 'meal', 'time', 'breakfast', 'seat', 'bit', 'selection', 'music', 'movie', 'staff', 'plane', 'child', 'coloring', 'book', 'bracelet', 'crayon', 'baby', 'bassinet', 'animal', 'bell', 'baby', 'bassinet', 'seat', 'ton', 'leg', 'room', 'airline', 'airport', 'lot', 'shop']"
83,83,4.0,0.3275,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'plane', 'seating', 'capacity', 'leg', 'room', 'seat', 'plane', 'flight', 'attendant', 'food', 'flight', 'wine', 'bottle', 'thing', 'hand', 'chocolate', 'coffee']"
84,84,3.0,0.3472,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'service', 'catering', 'seat', 'comfort', 'entertainment', 'aspect', 'flight', 'lack', 'washroom', 'business', 'class', 'passenger']"
85,85,3.0,0.4,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['time', 'air_france', 'economy', 'seating', 'configuration', 'seat', 'seat', 'seat', 'leg', 'space', 'reading_light', 'addition', 'overhead', 'light', 'seat', 'inbuilt', 'noise', 'headphone', 'engine', 'noise', 'selection', 'movie', 'music', 'flight', 'tracking', 'map', 'fun', 'use', 'choice', 'starter', 'premium', 'economy', 'long_haul', 'flight']"
86,86,3.0,0.2449,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'seat', 'privacy', 'seat', 'layout', 'access', 'corridor', 'food', 'lot', 'flight']"
87,87,3.0,0.48,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'economy', 'flight', 'economy', 'air_france', 'crew', 'sector', 'economy', 'business', 'premium', 'economy', 'staff', 'class', 'airline']"
88,88,2.0,0.3184,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['business', 'trip', 'class', 'fare', 'return', 'journey', 'other', 'business', 'class', 'fare', 'trip', 'flight', 'man', 'part', 'flight', 'experience', 'hr', 'delay', 'man', 'minute', 'flight', 'af', 'thing', 'door', 'aircraft', 'air_france', 'assistant', 'aircraft', 'man', 'flight', 'flight', 'minute', 'connection', 'experience', 'premier', 'experience', 'seat', 'design', 'abundance', 'space', 'version', 'product', 'bed', 'privacy', 'product', 'boeing', 'route', 'suite', 'privacy', 'screen', 'product', 'return', 'journey', 'privacy', 'screen', 'mouth', 'night', 'flight', 'seat', 'comfort', 'seat', 'recline', 'leg', 'support', 'storage', 'space', 'drawer', 'ottoman', 'sleep', 'tracker', 'watch', 'app', 'hour', 'sleep', 'hour', 'sleep', 'airline', 'bed', 'liner', 'mattress', 'style', 'comfort', 'duvet', 'pillow', 'combination', 'air', 'touch', 'screen', 'function', 'camera', 'view', 'service', 'business', 'service', 'customer', 'end', 'end', 'flight', 'experience', 'airline', 'day', 'flight', 'ask', 'air_france', 'assistant', 'bag', 'flight', 'board', 'confirm', 'connection', 'time', 'flight', 'fist', 'class', 'cabin', 'service', 'fly', 'choice', 'long_haul', 'travel']"
89,89,1.0,0.273,"class, business, service, airline, food, seating, bed, experience, year, trip","['service', 'air_france', 'flight', 'food', 'bread', 'seat', 'room', 'space', 'passenger', 'luggage', 'trip', 'destination', 'baggage']"
90,90,1.0,0.3707,"class, business, service, airline, food, seating, bed, experience, year, trip","['experience', 'business', 'class', 'addition', 'boarding', 'leg', 'upper_deck', 'time', 'frustration', 'service', 'rate', 'crew', 'welcome', 'drink', 'meal', 'service', 'efficiency', 'lie_flat', 'bed', 'seat', 'space', 'observation', 'aisle', 'access', 'seat', 'privacy', 'divider', 'business', 'cabin', 'issue', 'business', 'experience', 'heathrow']"
91,91,1.0,0.4852,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'experience', 'airline', 'wife', 'anniversary', 'flight', 'class', 'connection', 'economy', 'seat', 'anniversary', 'trip', 'upgrade', 'economy', 'ticket', 'ticket', 'plane', 'experience', 'business', 'class', 'seat', 'difference', 'seat', 'ecomomy', 'seat', 'center', 'seat', 'size', 'leg', 'room', 'tag', 'seat', 'business', 'class', 'cabin', 'seat', 'month', 'seat', 'recline', 'seat', 'time', 'seat', 'position', 'business', 'class', 'money', 'upgrade', 'response', 'meal', 'restaurant', 'world', 'meal', 'meal', 'beef', 'pinwheel', 'rest', 'food', 'trip', 'dollar', 'upgrade']"
92,92,1.0,0.4124,"class, business, service, airline, food, seating, bed, experience, year, trip","['flight', 'crew', 'time', 'departure', 'arrival', 'food', 'service', 'quality', 'step', 'month', 'service', 'af', 'personnel', 'trip', 'business', 'class', 'seat', 'coach', 'seat', 'seat', 'leg', 'room', 'trip', 'staff', 'coming']"
93,93,1.0,0.3814,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'joke', 'economy', 'seat', 'seat', 'business', 'class', 'thing', 'find', 'time', 'food']"
94,94,3.0,0.292,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['crew', 'administration', 'business', 'class', 'hong_kong', 'paris_cdg', 'review', 'crew', 'food', 'reason', 'seat', 'business', 'class', 'office', 'booking', 'flight', 'minute', 'checking', 'air_france', 'administrator', 'flight', 'one', 'seat', 'date', 'money', 'seat', 'aircraft']"
95,95,3.0,0.4,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['economy', 'fare', 'upgrade', 'mother', 'premium', 'economy', 'mistake', 'seat', 'arm', 'seat', 'row', 'food', 'service', 'flight', 'air_france', 'economy', 'way', 'home', 'row', 'seat', 'seat', 'arm', 'seat', 'row', 'body', 'count', 'service', 'food']"
96,96,3.0,0.5085,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'economy', 'note', 'premium', 'economy', 'frill', 'flight', 'skypriority', 'gate', 'security', 'seat', 'shell', 'economy', 'legroom', 'sennheiser', 'ife', 'storage', 'space', 'other', 'decline', 'seat', 'cushion', 'use', 'cushion', 'make', 'bit', 'quality', 'amenity_kit', 'food', 'champagne', 'aperitif', 'economy', 'menu', 'card', 'cabin', 'economy', 'lunch', 'tray', 'food', 'economy', 'quality', 'quantity', 'wine', 'restaurant', 'style', 'glass', 'digestif', 'cornet', 'sweet', 'pizza', 'pocket', 'attendant', 'premium', 'economy', 'seat', 'food']"
97,97,1.0,0.3377,"class, business, service, airline, food, seating, bed, experience, year, trip","['yesterday', 'business', 'class', 'downgrade', 'service', 'flight', 'service', 'flight', 'meal', 'plate', 'beverage', 'tray', 'beverage_cart', 'meal', 'salmon', 'side', 'observation', 'one', 'eyebrow', 'business', 'class', 'experience', 'coach']"
98,98,2.0,0.3371,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['row', 'business', 'class', 'hrs', 'beverage', 'flight', 'attendant', 'crew', 'coordination', 'captain', 'time', 'announcement', 'leg', 'row', 'seat', 'configuration', 'seat', 'privacy', 'quality', 'food']"
99,99,1.0,0.4717,"class, business, service, airline, food, seating, bed, experience, year, trip","['ticket', 'ticket', 'minute', 'connection', 'hop', 'hub', 'end', 'airport', 'bus', 'immigration', 'pier', 'confirmation', 'occasion', 'connection', 'minute', 'case', 'experience', 'end', 'customer', 'service', 'staff', 'shoe', 'flight', 'hrs', 'end', 'aircraft', 'wife', 'flyer', 'deliberation', 'desk', 'business', 'class', 'event', 'people', 'hour', 'flight', 'buying', 'business', 'class', 'ticket', 'business', 'class', 'couple', 'passenger', 'seat', 'wife', 'speak', 'manager', 'none', 'economy', 'passenger', 'business', 'class', 'fare', 'euro', 'suffice', 'flight', 'business', 'class', 'seat', 'row', 'wife', 'row', 'flag', 'carrier', 'experience', 'quality', 'service', 'year', 'flying', 'schipol']"
100,100,3.0,0.3215,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['travel', 'air_france', 'economy', 'class', 'cabin', 'year', 'screen', 'hand', 'definition', 'flight', 'attendant', 'flight', 'need']"
101,101,3.0,0.2467,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'boarding', 'fa', 'aircraft', 'door', 'passenger', 'captain', 'upgrade', 'friend', 'aisle', 'access', 'issue', 'door', 'staff', 'ticket', 'fare', 'passenger', 'service', 'staff', 'chit', 'chatting', 'colleague', 'purser', 'video']"
102,102,2.0,0.2968,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['reputation', 'food', 'wine', 'business', 'class', 'menu', 'fact', 'light', 'excuse', 'portion', 'nouvelle', 'cuisine', 'chief', 'purser', 'flight', 'menu', 'survey', 'fellow', 'passenger', 'record', 'course', 'block', 'foie', 'gras', 'vegetable', 'shrimp', 'sauce', 'potato', 'desert', 'pastry', 'guest', 'chef', 'offering', 'training', 'impact', 'altitude', 'taste', 'food', 'menu', 'flight', 'diet', 'sandwich']"
103,103,2.0,0.3046,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['af', 'af', 'flight', 'time', 'aircraft', 'flight', 'attendant']"
104,104,3.0,0.4075,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'economy', 'wife', 'pm', 'time', 'economy', 'seat', 'recline', 'bit', 'metal', 'support', 'seat', 'front', 'foot', 'seat', 'metal', 'bar', 'pillow', 'buttock', 'pain', 'hour', 'cabin', 'staff', 'appearance', 'aperitif', 'hour', 'minute', 'hostess', 'tray', 'food', 'resemblance', 'bottle', 'vino', 'cup', 'coffee', 'light', 'flight', 'food', 'anther', 'half', 'cup', 'coffee', 'return', 'journey', 'luggage', 'reason', 'touch', 'screen', 'mind', 'price']"
105,105,3.0,0.4421,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'economy', 'euro', 'wife', 'economy', 'foolishness', 'space', 'wall', 'toilet', 'filth', 'seat', 'check', 'separation', 'derriere', 'seat', 'metal', 'structure', 'foam', 'fancy', 'food', 'economy', 'portion', 'economy', 'wife', 'hour', 'meal', 'hour', 'crew', 'complaint', 'af', 'system', 'number', 'complaint', 'form', 'week', 'surprise']"
106,106,2.0,0.3375,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['business', 'class', 'style', 'trip', 'flight', 'flight', 'attendant', 'flight', 'conversation', 'passenger', 'style', 'seating', 'food']"
107,107,1.0,0.4433,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'air', 'chance', 'fly', 'aircraft', 'business', 'class', 'seat', 'service', 'wine', 'entertainment', 'business', 'class', 'seat', 'lie_flat', 'seat', 'minute', 'pitch', 'degree', 'seat', 'time']"
108,108,3.0,0.3556,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['service', 'business', 'class', 'experience', 'flight', 'seat', 'fact', 'business', 'class', 'seat', 'economy', 'class', 'seat', 'seat', 'meal', 'tray', 'plastic', 'film', 'economy', 'class', 'entertainment', 'return']"
109,109,4.0,0.3411,"row, leg, room, window, plane, space, exit, side, front, door","['flight', 'seat', 'one', 'room', 'leg', 'food', 'flight', 'hour', 'explanation', 'assistance', 'counter']"
110,110,4.0,0.2572,"row, leg, room, window, plane, space, exit, side, front, door","['departure', 'staff', 'seat', 'row', 'recline', 'assignment', 'skypriority', 'food', 'service', 'flight', 'leg', 'luggage', 'day', 'efficiency', 'lounge', 'return', 'trip', 'meaning', 'need', 'staff']"
111,111,3.0,0.2917,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['review', 'af', 'class', 'seat', 'configuration', 'seat', 'sleeping', 'position', 'crew', 'catering', 'purser', 'passenger', 'sleep', 'critic', 'impression', 'cabin', 'marketing', 'campaign', 'reflection', 'situation', 'plane']"
112,112,2.0,0.2999,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['business', 'class', 'seat', 'reservation', 'time', 'booking', 'hour', 'flight', 'explanation', 'seat', 'leg', 'seat', 'return', 'leg', 'hour', 'flight', 'airline', 'bed', 'af', 'baggage', 'connection', 'day', 'apology', 'explanation', 'way', 'delay', 'hour', 'air_france', 'business', 'class', 'lounge', 'work', 'minute', 'flight', 'effort', 'purser']"
113,113,3.0,0.4262,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['review', 'af', 'premium', 'economy', 'product', 'thing', 'hate', 'economy', 'person', 'recline', 'way', 'lap', 'duration', 'hour', 'flight', 'style', 'seat', 'sense', 'economy', 'cabin', 'cabin', 'seat', 'ton', 'room', 'economy', 'seat', 'listen', 'review', 'seat', 'gangley', 'leg', 'way', 'foot', 'rest', 'seat', 'front', 'business', 'class', 'seat', 'economy', 'product', 'price', 'admission', 'lot', 'negativity', 'people', 'business', 'class', 'money', 'quarter', 'price', 'food', 'nothing_special', 'portion', 'seat', 'padding', 'service', 'steward', 'recline', 'seat', 'seat', 'leg', 'position', 'economy', 'trick', 'calf', 'rest', 'foot', 'rest', 'body', 'position', 'flier', 'economy', 'habitat', 'seat', 'person', 'lap', 'flight', 'heaven', 'earth', 'product', 'aviation', 'aficionado', 'truth', 'review', 'dissatisfaction']"
114,114,3.0,0.278,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['cabin', 'staff', 'hour', 'flight', 'time', 'snack', 'flight', 'pantry', 'economy', 'class', 'toilet', 'seat', 'row', 'problem', 'value', 'money', 'ticket', 'fare']"
115,115,1.0,0.3223,"class, business, service, airline, food, seating, bed, experience, year, trip","['team', 'board', 'bed', 'sheet', 'pillow', 'difference', 'food']"
116,116,3.0,0.3073,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'flight', 'time', 'hour', 'min', 'seat', 'configuration', 'economy', 'seat', 'table', 'stewardess', 'business', 'class', 'one', 'arrival', 'aircraft', 'hand', 'towel', 'business', 'class', 'passenger', 'refreshment', 'norm', 'airline', 'stewardess', 'stewardess', 'tea', 'coffee', 'cabin', 'crew', 'water', 'end', 'attention', 'juice', 'business', 'class', 'passenger', 'assistance', 'hand_luggage', 'backpack', 'locker', 'landing', 'difficulty', 'nerve', 'lot', 'pain', 'stewardess', 'departure', 'stewardess', 'hand_luggage', 'locker', 'landing', 'breakfast', 'omelette', 'request', 'glass', 'wine', 'stewardess', 'end', 'flight', 'curtain', 'business', 'class', 'economy', 'class', 'passenger', 'bus', 'work', 'airline']"
